,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
134,CBSnews,Sat Jul 14 09:33:03 +0000 2018,British police confirm source of Novichok poisoning https://t.co/cb4T5UhfLo https://t.co/A7HiejWmEh,-0.5859,0.0,0.678,0.322,35
135,CBSnews,Sat Jul 14 09:18:04 +0000 2018,President Trump and Queen Elizabeth actually have a few things in common https://t.co/UC0MaFC6yH https://t.co/y4YLrK8xLV,0.0,0.0,1.0,0.0,36
136,CBSnews,Sat Jul 14 09:03:03 +0000 2018,"Russians relied on bitcoin to finance election hacking, prosecutors say https://t.co/A8ok3FK0vV https://t.co/O7ND6SbeNS",0.0,0.0,1.0,0.0,37
137,CBSnews,Sat Jul 14 08:48:04 +0000 2018,Jennifer Garner opens up about tabloid scrutiny of marriage and separation https://t.co/QZ0nWmqQmY https://t.co/4DtlgXsOnP,0.0,0.0,1.0,0.0,38
138,CBSnews,Sat Jul 14 08:33:04 +0000 2018,"LeSean McCoy's ex-girlfriend suspected NFL star was involved in her attack, 911 call reveals https://t.co/93YCSlj3cq https://t.co/uEiCC9y11m",-0.6124,0.0,0.737,0.263,39
139,CBSnews,Sat Jul 14 08:18:04 +0000 2018,"Father of youngest Thai cave survivor describes how boys became trapped, coach's response https://t.co/T5QxguAFj6 https://t.co/HceLENkAs0",-0.2263,0.132,0.688,0.18,40
140,CBSnews,Sat Jul 14 08:03:03 +0000 2018,"Intel chief Dan Coats says of cyberattacks, ""We are at a critical point"" https://t.co/R9xDh1e4wl https://t.co/5MbxkwThKS",-0.3182,0.0,0.85,0.15,41
141,CBSnews,Sat Jul 14 07:48:02 +0000 2018,Report: Video shows daytime shooting of reputed mob associate's son https://t.co/CB0O00Crbe https://t.co/9VkLBeHqSq,0.0,0.0,1.0,0.0,42
142,CBSnews,Sat Jul 14 07:33:03 +0000 2018,Man seen on video berating woman over Puerto Rico shirt charged with felony hate crimes https://t.co/TVga5QZgRO https://t.co/5Qe1iJSKwY,-0.8402,0.0,0.609,0.391,43
143,CBSnews,Sat Jul 14 07:18:04 +0000 2018,"Woman harassed over Puerto Rican flag shirt says officer ""blatantly ignored"" her pleas for help… https://t.co/6HRezju9Ta",-0.7003,0.0,0.707,0.293,44
144,CBSnews,Sat Jul 14 07:03:04 +0000 2018,Ticks that carry Lyme disease are spreading fast https://t.co/Z62SoxL2mL https://t.co/0qO26DM8kr,0.0,0.0,1.0,0.0,45
145,CBSnews,Sat Jul 14 06:48:03 +0000 2018,"Scarlett Johansson drops out of ""Rub &amp; Tug"" amid backlash https://t.co/iLUh6BC38h https://t.co/Zgz0YzxJuO",0.0,0.0,1.0,0.0,46
146,CBSnews,Sat Jul 14 06:33:04 +0000 2018,"""Whistleblower"": Former employees take on pediatric dental chain when they suspect the company of wrongdoing… https://t.co/iZ3fuFHytZ",-0.296,0.0,0.872,0.128,47
147,CBSnews,Sat Jul 14 06:18:04 +0000 2018,5 takeaways from FBI agent Peter Strzok's explosive congressional hearing https://t.co/gs5Stwc7Tq https://t.co/piwtcCMPT3,0.0,0.0,1.0,0.0,48
148,CBSnews,Sat Jul 14 06:03:03 +0000 2018,Inside the global race to develop hypersonic weapons https://t.co/ycKdcM8KMI https://t.co/D92mBpetyS,-0.4404,0.0,0.756,0.244,49
149,CBSnews,Sat Jul 14 05:48:03 +0000 2018,Giant hogweed sends Virginia teen to hospital burn unit https://t.co/gCLk0rXsUM https://t.co/BBEOfJn1a3,0.0,0.0,1.0,0.0,50
150,CBSnews,Sat Jul 14 05:33:03 +0000 2018,"CDC warning on Kellogg's Honey Smacks: ""Do not eat this cereal"" https://t.co/h4GydIgyfY https://t.co/fStlMCffRb",-0.34,0.0,0.833,0.167,51
151,CBSnews,Sat Jul 14 05:18:03 +0000 2018,"Papa John's dumped by sports teams, schools over Schnatter comments https://t.co/MQMecwMs5k https://t.co/QOVC26H9EZ",-0.4019,0.0,0.803,0.197,52
152,CBSnews,Sat Jul 14 05:03:04 +0000 2018,Former students surprise music teacher who changed their lives https://t.co/BLsPXhr3wC https://t.co/2i3tyHxdmz,0.2732,0.174,0.826,0.0,53
153,CBSnews,Sat Jul 14 04:48:03 +0000 2018,British police confirm source of Novichok poisoning https://t.co/TPOWswAKBv https://t.co/pM9z6fZpwk,-0.5859,0.0,0.678,0.322,54
154,CBSnews,Sat Jul 14 04:33:03 +0000 2018,President Trump and Queen Elizabeth actually have a few things in common https://t.co/460kCwZUqn https://t.co/KUb0XKOVmJ,0.0,0.0,1.0,0.0,55
155,CBSnews,Sat Jul 14 04:18:04 +0000 2018,Jennifer Garner opens up about tabloid scrutiny of marriage and separation https://t.co/TAq7mOgCan https://t.co/uxFdAboTQu,0.0,0.0,1.0,0.0,56
156,CBSnews,Sat Jul 14 04:03:04 +0000 2018,"LeSean McCoy's ex-girlfriend suspected NFL star was involved in her attack, 911 call reveals https://t.co/vYGJPWjMVw https://t.co/CM69yl22HQ",-0.6124,0.0,0.737,0.263,57
157,CBSnews,Sat Jul 14 03:48:03 +0000 2018,"Father of youngest Thai cave survivor describes how boys became trapped, coach's response https://t.co/ecwCMS2vqC https://t.co/T8AJXIIgEb",-0.2263,0.132,0.688,0.18,58
158,CBSnews,Sat Jul 14 03:40:07 +0000 2018,"Baby dead after being left in hot car in south Florida, police say https://t.co/BTIJxMpZHm https://t.co/KNqq5L6YcK",-0.6486,0.0,0.765,0.235,59
159,CBSnews,Sat Jul 14 03:33:02 +0000 2018,Report: Video shows daytime shooting of reputed mob associate's son https://t.co/GGV3A82RhN https://t.co/jaRSGoxG4U,0.0,0.0,1.0,0.0,60
160,CBSnews,Sat Jul 14 03:18:04 +0000 2018,Man seen on video berating woman over Puerto Rico shirt charged with felony hate crimes https://t.co/agC8pl7nhj https://t.co/IWKRwDVSfu,-0.8402,0.0,0.609,0.391,61
161,CBSnews,Sat Jul 14 03:16:04 +0000 2018,"Trump administration lays out plan to reunite 2,500 immigrant children with their families https://t.co/cOHIoNxhYc https://t.co/Dg9p1RvPHs",0.0,0.0,1.0,0.0,62
162,CBSnews,Sat Jul 14 03:03:05 +0000 2018,"Woman harassed over Puerto Rican flag shirt says officer ""blatantly ignored"" her pleas for help… https://t.co/YTPQPwjril",-0.7003,0.0,0.707,0.293,63
163,CBSnews,Sat Jul 14 02:39:54 +0000 2018,A dozen Russians indicted on Friday for conspiracy to interfere in the 2016 presidential election financed their op… https://t.co/jIQ6mfa5x1,-0.5267,0.0,0.833,0.167,64
164,CBSnews,Sat Jul 14 02:19:35 +0000 2018,Russia's Foreign Ministry is denouncing the U.S. indictment of 12 alleged military intelligence agents accused of h… https://t.co/rgx3QX3hkc,0.2263,0.146,0.751,0.103,65
165,CBSnews,Sat Jul 14 01:59:34 +0000 2018,Ticks capable of transmitting Lyme disease and other tick-borne illnesses are being found in dozens of new places a… https://t.co/51FPFyX0u9,-0.1531,0.109,0.756,0.134,66
166,CBSnews,Sat Jul 14 01:39:51 +0000 2018,"Beto O’Rourke raises $10.4 million in 3 months, beating Ted Cruz https://t.co/9nKEZI7lkR https://t.co/au8KzWIsDl",-0.4588,0.0,0.786,0.214,67
167,CBSnews,Sat Jul 14 01:20:20 +0000 2018,"Air Force One's current design was part of JFK's attempt to present the presidency as a ""glamorous office""— will Pr… https://t.co/LNeFddTWMY",0.5106,0.148,0.852,0.0,68
168,CBSnews,Sat Jul 14 00:59:46 +0000 2018,The summit between President Trump and Russian President Vladimir Putin in Helsinki will be held at a Finnish presi… https://t.co/wvFK6CLhSe,0.0,0.0,1.0,0.0,69
169,CBSnews,Sat Jul 14 00:39:54 +0000 2018,Maryland officials say the FBI told them this week that the state's voter registration platform was purchased by a… https://t.co/V22B0RsrEf,0.0,0.0,1.0,0.0,70
170,CBSnews,Sat Jul 14 00:24:34 +0000 2018,"""The warning lights are blinking red"": National intelligence director says U.S. is on the verge of a devastating cy… https://t.co/rlTV4aNgBn",-0.5574,0.12,0.62,0.26,71
171,CBSnews,Sat Jul 14 00:10:36 +0000 2018,WATCH: Konza the giraffe calf was born at the Topeka Zoo on Wednesday https://t.co/aYIcGo5zvO https://t.co/T6iYoDZlYB,0.0,0.0,1.0,0.0,72
172,CBSnews,Fri Jul 13 23:55:01 +0000 2018,Where's the beef? WeWork will stop expensing any meals that include meat https://t.co/YOcvde5gv7 https://t.co/25wqoZyH9m,-0.296,0.0,0.855,0.145,73
173,CBSnews,Fri Jul 13 23:36:59 +0000 2018,RT @CBSEveningNews: President Donald Trump's flare for breaking convention was nowhere in sight as Queen Elizabeth II welcomed him and the…,0.34,0.107,0.893,0.0,74
174,CBSnews,Fri Jul 13 23:24:15 +0000 2018,"RT @CBSEveningNews: Hours before new Russia indictments were announced Friday, President Trump called the special counsel investigation int…",0.4019,0.137,0.863,0.0,75
175,CBSnews,Fri Jul 13 23:21:29 +0000 2018,"RT @CBSEveningNews: A former music teacher, who led one of the country’s greatest choir groups, gets a big surprise that will make your hea…",0.743,0.24,0.76,0.0,76
176,CBSnews,Fri Jul 13 23:16:56 +0000 2018,RT @CBSEveningNews: Johnson &amp; Johnson was ordered by a jury Thursday to pay $4.69 billion to a group of women who claimed that they develop…,-0.1027,0.0,0.94,0.06,77
177,CBSnews,Fri Jul 13 23:12:26 +0000 2018,"RT @CBSEveningNews: There’s a secret arms race taking place.

Earlier this year, Russian President Putin showed off what he said was a hype…",0.0,0.0,1.0,0.0,78
178,CBSnews,Fri Jul 13 23:02:01 +0000 2018,RT @CBSEveningNews: Pressure is mounting ahead of Pres. Trump’s meeting with Russian Pres. Putin in Helsinki Monday. Following new Russia i…,-0.296,0.0,0.901,0.099,79
179,CBSnews,Fri Jul 13 22:57:38 +0000 2018,"RT @CBSEveningNews: Hordes of demonstrators converged in central London on Friday, as President Trump met with Prime Minister Theresa May a…",0.0,0.0,1.0,0.0,80
180,CBSnews,Fri Jul 13 22:52:57 +0000 2018,RT @CBSEveningNews: TONIGHT: Retired music teacher Robert Moore spent 30 years directing one of the greatest high school choral groups in t…,0.6369,0.167,0.833,0.0,81
181,CBSnews,Fri Jul 13 22:41:04 +0000 2018,"RT @CBSEveningNews: Twelve Russian intelligence officers, indicted by the DOJ on Friday, allegedly ""spearphished individuals affiliated wit…",0.4767,0.162,0.838,0.0,82
182,CBSnews,Fri Jul 13 22:29:03 +0000 2018,"RT @CBSEveningNews: This New York firefighter was the first fire chief to enter one of the twin towers on 9/11. This week, Joe Pfeifer beco…",-0.34,0.0,0.909,0.091,83
183,CBSnews,Fri Jul 13 22:14:31 +0000 2018,The U.S. is on track to top Russia as the world's biggest oil producer https://t.co/H3k7AK3oFB https://t.co/7PxjpezaKy,0.2023,0.107,0.893,0.0,84
184,CBSnews,Fri Jul 13 21:59:48 +0000 2018,Failed gas stations run by Vice President Pence's family burned up $20 million in taxpayer dollars… https://t.co/ftwXTplskq,-0.5106,0.0,0.829,0.171,85
185,CBSnews,Fri Jul 13 21:39:41 +0000 2018,Walmart has patented audio surveillance technology that can record conversations from customers and employees… https://t.co/mPbY0jSHpP,0.0,0.0,1.0,0.0,86
186,CBSnews,Fri Jul 13 21:20:11 +0000 2018,A child who may be American but was still separated from his mom near the Mexican border has been in federal custod… https://t.co/3XN6qN3uLZ,0.0,0.0,1.0,0.0,87
187,CBSnews,Fri Jul 13 21:19:36 +0000 2018,Russia isn't too happy about the U.S. indicting 12 of its military officers for the Democratic National Committee h… https://t.co/W9CRJP9TAI,-0.4585,0.0,0.864,0.136,88
188,CBSnews,Fri Jul 13 21:05:20 +0000 2018,WATCH: This Arizona lawmaker candidly tells a sheriff's deputy all about his lead foot https://t.co/7scbL3Mfdx https://t.co/Jq12VQqToe,0.0,0.0,1.0,0.0,89
189,CBSnews,Fri Jul 13 20:55:01 +0000 2018,Lady Gaga apparently is looking to add makeup mogul to her resume with her own line of cosmetics… https://t.co/AkyTB33bwc,0.0,0.0,1.0,0.0,90
190,CBSnews,Fri Jul 13 20:39:52 +0000 2018,Research suggests American consumers' concerns about U.S. trade disputes are growing https://t.co/aGL54wroJT https://t.co/fuJfWERRKj,-0.1027,0.115,0.743,0.142,91
191,CBSnews,Fri Jul 13 20:24:31 +0000 2018,An iceberg four miles wide has broken off from a glacier in eastern Greenland and scientists have captured the dram… https://t.co/wmNzfPYn3w,-0.4767,0.0,0.86,0.14,92
192,CBSnews,Fri Jul 13 20:09:42 +0000 2018,"In Pakistan, a suicide bomber killed at least 70 people at a political rally on Friday— including a candidate… https://t.co/S00p8c4cLZ",-0.875,0.0,0.625,0.375,93
193,CBSnews,Fri Jul 13 19:53:33 +0000 2018,RT @CBSThisMorning: Just announced: @DanaJacobson and @CBSMMiller will be joining @AnthonyMasonCBS as co-hosts of @CBSThisMorning Saturday.…,0.0,0.0,1.0,0.0,94
194,CBSnews,Fri Jul 13 19:39:36 +0000 2018,"Scarlett Johansson has dropped out of ""Rub &amp; Tug"" amid backlash for her casting as a transgender man… https://t.co/3LoKbNNj8r",0.0,0.0,1.0,0.0,95
195,CBSnews,Fri Jul 13 19:20:23 +0000 2018,WATCH: A police officer gets choked up as he prays with a 9-year-old boy who is about to go in for brain surgery… https://t.co/IfaBvBY6mT,-0.1779,0.094,0.784,0.122,96
196,CBSnews,Fri Jul 13 19:04:45 +0000 2018,McDonald's salads may have led to a parasite outbreak that has sickened nearly 100 people https://t.co/IQ7CsrOrfH https://t.co/N49EaVt0VC,-0.5423,0.0,0.811,0.189,97
197,CBSnews,Fri Jul 13 18:49:53 +0000 2018,Johnson &amp; Johnson shares have dipped after a jury awarded $4.7 billion to women who blamed the company's talcum pow… https://t.co/GjJSDYMaFE,0.2023,0.196,0.68,0.124,98
198,CBSnews,Fri Jul 13 18:34:39 +0000 2018,WATCH: Video shows the son of a reputed mob associate getting shot in broad daylight https://t.co/3nYAZuLKkY https://t.co/GtZs6RGSdG,0.0,0.0,1.0,0.0,99
199,CBSnews,Fri Jul 13 18:19:47 +0000 2018,The author of the Emmett Till book that led to investigators re-examining the case gave his interview recordings to… https://t.co/xfvgSCe5i3,0.0,0.0,1.0,0.0,100
200,CNN,Sat Jul 14 18:03:36 +0000 2018,Israelis and Palestinians exchange fire along Gaza border https://t.co/YFUZAkkv5i https://t.co/dAFsl7lqaU,-0.34,0.0,0.789,0.211,1
201,CNN,Sat Jul 14 18:00:04 +0000 2018,Is it dark? And are you wearing sunglasses? You’re ready for the return of the CNN series #History of Comedy. Hear… https://t.co/spOWGQNvT1,0.6553,0.211,0.789,0.0,2
202,CNN,Sat Jul 14 17:45:00 +0000 2018,"The Thai boys rescued from a cave after nearly three weeks are ""sitting up in their beds"" and ""sending thank-you me… https://t.co/m00GEVO4Nr",0.4215,0.123,0.877,0.0,3
203,CNN,Sat Jul 14 17:38:39 +0000 2018,Serena Williams' fairytale return from maternity leave fell one match short as she lost to Angelique Kerber in the… https://t.co/5max8jzFCc,-0.3612,0.0,0.837,0.163,4
204,CNN,Sat Jul 14 17:28:24 +0000 2018,Secretary of State Mike Pompeo says President Trump should proceed with his summit with Russian President Vladimir… https://t.co/szEb8ClWru,0.0,0.0,1.0,0.0,5
205,CNN,Sat Jul 14 17:11:35 +0000 2018,"In Scotland, @PhilBlackCNN reports ""thousands of people"" have been rallying and protesting against Trump. One prote… https://t.co/3Z1l8nN5we",-0.4215,0.0,0.851,0.149,6
206,CNN,Sat Jul 14 16:53:47 +0000 2018,"Germany's Angelique Kerber beats American Serena Williams 6-3, 6-3 to win her first Wimbledon championship… https://t.co/qvmrNpeovo",0.5859,0.202,0.798,0.0,7
207,CNN,Sat Jul 14 16:35:05 +0000 2018,"Germany's Angelique Kerber beats American Serena Williams 6-2, 6-3 to win her first Wimbledon championship… https://t.co/tJUTOpoTjR",0.5859,0.202,0.798,0.0,8
208,CNN,Sat Jul 14 16:30:50 +0000 2018,"""What happened to when we were united against a common enemy?"" CNN's @smerconish slams partisan reactions to the ""t… https://t.co/IQMCH75fBd",0.4215,0.135,0.865,0.0,9
209,CNN,Sat Jul 14 16:15:00 +0000 2018,"""Probably the best course of action is to cancel this meeting."" Democratic Rep. Mike Quigley says President Trump s… https://t.co/8UVkrBidZj",0.4939,0.174,0.744,0.083,10
210,CNN,Sat Jul 14 16:03:49 +0000 2018,"Belgium beats England 2-0, finishing third place in the World Cup https://t.co/CgOfxgNZCd https://t.co/Rag2LuM3bW",0.0,0.0,1.0,0.0,11
211,CNN,Sat Jul 14 15:45:09 +0000 2018,Novak Djokovic outlasts Rafael Nadal in Wimbledon semifinal to reach his first grand slam final in two years… https://t.co/6lUvpufaOc,0.128,0.181,0.705,0.115,12
212,CNN,Sat Jul 14 15:30:06 +0000 2018,Why Emmett Till's case matters to American history and our future https://t.co/dp49PtgYwG (via @CNNOpinion) https://t.co/4V6VYmNyfj,0.0258,0.073,0.927,0.0,13
213,CNN,Sat Jul 14 15:15:10 +0000 2018,A paragliding protester hovered within surprising proximity of Trump on Friday as the President admired the view fr… https://t.co/UB9Dgswldg,0.6597,0.252,0.748,0.0,14
214,CNN,Sat Jul 14 15:01:05 +0000 2018,"Director of National Intelligence Dan Coats raises the alarm on growing cyberattack threats against the US, saying… https://t.co/sLfH84NISw",-0.1027,0.2,0.583,0.217,15
215,CNN,Sat Jul 14 14:52:07 +0000 2018,How Finland has survived in Russia's dark shadow https://t.co/uaqYYKM8PB https://t.co/vCromYSYn4,0.5106,0.268,0.732,0.0,16
216,CNN,Sat Jul 14 14:01:48 +0000 2018,This 12-year-old who is battling a rare bone cancer had her wish granted when she got to see the ocean and learn to… https://t.co/OqpMmp7aoA,-0.4215,0.156,0.629,0.215,17
217,CNN,Sat Jul 14 13:46:05 +0000 2018,Newly-discovered fossils suggest giant dinosaurs evolved millions of years earlier than scientists thought https://t.co/1qJw5J5dhi,0.0,0.0,1.0,0.0,18
218,CNN,Sat Jul 14 13:31:00 +0000 2018,"Meet Care-E, the automated airport assistant that scans a boarding pass, carries luggage and guides passengers to t… https://t.co/c12TfEbuCS",0.0,0.0,1.0,0.0,19
219,CNN,Sat Jul 14 13:01:03 +0000 2018,"Scientists have discovered the world's oldest color. It's bright pink -- the color of bubble gum, flamingos and cot… https://t.co/pXGHjWw5yb",0.4404,0.132,0.868,0.0,20
220,CNN,Sat Jul 14 12:46:07 +0000 2018,"From the biggest street art party in Hong Kong to a community art tour, here are six Instagrammable ways to enjoy H… https://t.co/1MJl9Bgfc1",0.7096,0.228,0.772,0.0,21
221,CNN,Sat Jul 14 12:31:02 +0000 2018,"Stitch Fix is tapping into the children's apparel market, launching subscription boxes with sizes 2T to 14. Founder… https://t.co/VE939a8HoA",0.0,0.0,1.0,0.0,22
222,CNN,Sat Jul 14 12:01:05 +0000 2018,"Archaeologists unearth a mysterious sarcophagus in Egypt 
https://t.co/Z5XE26NQuK https://t.co/QbVllJbH6F",0.0,0.0,1.0,0.0,23
223,CNN,Sat Jul 14 11:31:00 +0000 2018,It's not always easy going green. Starbucks and Nestlé customers embraced the brands' moves to environmentally-frie… https://t.co/zVa4gcuLL8,-0.3412,0.0,0.869,0.131,24
224,CNN,Sat Jul 14 11:01:04 +0000 2018,5-year-old Garrett Matthias prepared his own obituary before he died from a rare form of pediatric cancer. In words… https://t.co/kvDtKV3C0J,-0.7964,0.073,0.618,0.309,25
225,CNN,Sat Jul 14 10:31:00 +0000 2018,Starbucks is going strawless. The coffee company announced Monday that it will phase out plastic straws from all of… https://t.co/4nPdL5wkfC,0.0,0.0,1.0,0.0,26
226,CNN,Sat Jul 14 10:16:11 +0000 2018,Scientists at the Teopanzolco archeological site discovered an ancient temple this week that was exposed by the dev… https://t.co/NI106NMNKQ,-0.0772,0.0,0.933,0.067,27
227,CNN,Sat Jul 14 10:02:10 +0000 2018,A French bulldog named Darcy was given an oxygen mask on a JetBlue flight after showing signs of distress. Darcy's… https://t.co/BfzWbTXPzn,-0.5267,0.0,0.841,0.159,28
228,CNN,Sat Jul 14 09:46:04 +0000 2018,"In an experiment, Australian scientists have successfully wiped out more than 80% of disease-carrying mosquitoes in… https://t.co/SKnF8K2Fiw",0.4939,0.167,0.833,0.0,29
229,CNN,Sat Jul 14 09:31:00 +0000 2018,A rescue organization in the Turks and Caicos Islands finds good homes for stray potcake puppies -- and allows tour… https://t.co/iNMmocN8kl,0.7351,0.256,0.744,0.0,30
230,CNN,Sat Jul 14 09:01:03 +0000 2018,"The US Navy has expanded its hair rules for female sailors, now permitting braids, ponytails and lock hairstyles… https://t.co/dOUdRk9UTb",0.0,0.0,1.0,0.0,31
231,CNN,Sat Jul 14 08:31:00 +0000 2018,There is now only one Blockbuster store left in the United States https://t.co/eVtGl36DfQ https://t.co/mSVPk9Ctj8,0.7717,0.358,0.642,0.0,32
232,CNN,Sat Jul 14 08:01:07 +0000 2018,Shark bites Instagram model posing in the Bahamas https://t.co/w8PWXHQQA9 https://t.co/PDEQl5ItJK,0.0,0.0,1.0,0.0,33
233,CNN,Sat Jul 14 07:31:00 +0000 2018,"Build-A-Bear was forced to turn customers away after an onslaught of people came to take advantage of its ""pay your… https://t.co/mQstVtHGrj",-0.34,0.082,0.738,0.18,34
234,CNN,Sat Jul 14 07:01:41 +0000 2018,"Hawaii just became the first state in the US to ban the sale of sunscreens that can harm coral reefs. Banana Boat,… https://t.co/3gDJp7a6Pr",-0.7964,0.0,0.747,0.253,35
235,CNN,Sat Jul 14 06:31:00 +0000 2018,The first underwater museum in the United States has opened off the coast of northwest Florida… https://t.co/U10bURPlJy,0.4215,0.149,0.851,0.0,36
236,CNN,Sat Jul 14 06:01:04 +0000 2018,"A flight from Hong Kong to the Chinese mainland suddenly lost air pressure and dropped nearly 20,000 feet because t… https://t.co/PwqdFH1baL",-0.5423,0.0,0.8,0.2,37
237,CNN,Sat Jul 14 05:46:07 +0000 2018,The world's largest water slide will be demolished after a boy died on the ride in 2016 https://t.co/qy7pPAIIpj https://t.co/5B2eS3BeUG,-0.5574,0.0,0.825,0.175,38
238,CNN,Sat Jul 14 05:31:00 +0000 2018,"A particle called a neutrino was detected on Earth, found by sensors deep in the Antarctic ice, and traced to its s… https://t.co/2hYUZxCN18",0.0,0.0,1.0,0.0,39
239,CNN,Sat Jul 14 05:16:04 +0000 2018,Donald Trump says he's more popular than Abraham Lincoln. That's a hard claim to back up. https://t.co/OuPCv74UuU https://t.co/8Vq521unnS,0.4005,0.159,0.77,0.072,40
240,CNN,Sat Jul 14 05:05:03 +0000 2018,"Nancy Sinatra, the first wife of singer Frank Sinatra, died Friday at the age of 101, her daughter said https://t.co/Vrg3IJD89f",-0.5574,0.0,0.841,0.159,41
241,CNN,Sat Jul 14 05:01:07 +0000 2018,A Florida man had a heart attack while laying sod in his front yard to avoid getting a fine from his homeowner's as… https://t.co/kR8NfiUSis,-0.5423,0.072,0.717,0.211,42
242,CNN,Sat Jul 14 04:46:08 +0000 2018,A jury has awarded $4.62 billion to 22 women who sued pharmaceutical giant Johnson &amp; Johnson alleging their ovarian… https://t.co/rQDYbNWZTD,0.4019,0.13,0.87,0.0,43
243,CNN,Sat Jul 14 04:31:00 +0000 2018,These giant avocados are growing in Australia. Some have been known to weigh up to four pounds and are about five t… https://t.co/cgXFVEx1o5,0.1779,0.072,0.928,0.0,44
244,CNN,Sat Jul 14 04:16:05 +0000 2018,President Trump and Katy Perry are among the Twitter users hit hardest by the follower purge https://t.co/4V3kmwmrhL https://t.co/Uak1BlooYe,0.0,0.0,1.0,0.0,45
245,CNN,Sat Jul 14 04:01:08 +0000 2018,"A rare flood of desert rain has transformed a lake in Australia from an arid, salty basin to a spectacular, watery… https://t.co/HCBw2jd5h8",0.0,0.0,1.0,0.0,46
246,CNN,Sat Jul 14 03:44:09 +0000 2018,"Is there such a thing as going too far for a laugh? #HistoryOfComedy is back, and pushing boundaries further than e… https://t.co/TFgGf1hYqY",0.5574,0.159,0.841,0.0,47
247,CNN,Sat Jul 14 03:37:14 +0000 2018,"Meet Care-E, the automated airport assistant that scans a boarding pass, carries luggage and guides passengers to t… https://t.co/dYT6NIBJ4p",0.0,0.0,1.0,0.0,48
248,CNN,Sat Jul 14 03:31:04 +0000 2018,"Tomatoes and strawberries were disappearing for weeks from hanging baskets outside this family's house, but a secur… https://t.co/uqaam0yNAA",0.0,0.0,1.0,0.0,49
249,CNN,Sat Jul 14 03:27:58 +0000 2018,"Stitch Fix is tapping into the children's apparel market, launching subscription boxes with sizes 2T to 14. Founder… https://t.co/ZrRGUduQ40",0.0,0.0,1.0,0.0,50
250,CNN,Sat Jul 14 03:16:03 +0000 2018,Mysterious burns on teen's face caused by brush with toxic plant https://t.co/oHEvX9UAW9 https://t.co/bU0ztER1VM,0.0,0.0,1.0,0.0,51
251,CNN,Sat Jul 14 03:14:15 +0000 2018,"RT @AC360: Hi, I'm @AndersonCooper. I am really excited about our new show on Facebook Watch called Full Circle, a program created for you,…",0.5709,0.19,0.81,0.0,52
252,CNN,Sat Jul 14 03:01:03 +0000 2018,Roger Stone appears to be the unnamed individual in a new Russia probe indictment made public Friday who is describ… https://t.co/zeashgdqOn,0.0,0.0,1.0,0.0,53
