,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
253,CNN,Sat Jul 14 02:51:02 +0000 2018,The woman who was harassed by a man for wearing a Puerto Rico flag shirt wants the officer who ignored her pleas fo… https://t.co/JuErNNdBTT,-0.7003,0.0,0.775,0.225,54
254,CNN,Sat Jul 14 02:31:56 +0000 2018,"RT @AC360: Anderson Cooper: The ""witch hunt,"" as the President called it, has now yielded 191 charges against 32 individuals and 3 companie…",-0.5574,0.0,0.813,0.187,55
255,CNN,Sat Jul 14 02:28:19 +0000 2018,How will Trump deal with Putin in Helsinki? | By Michael Bociurkiw via @CNNOpinion https://t.co/8TvNaMjvxP https://t.co/5P7J59HZtl,0.0,0.0,1.0,0.0,56
256,CNN,Sat Jul 14 02:27:07 +0000 2018,6 takeaways from the indictment of Russians for DNC hacking https://t.co/YjtwLqHn5F https://t.co/nAryrG6hCZ,0.0,0.0,1.0,0.0,57
257,CNN,Sat Jul 14 02:24:13 +0000 2018,Apple is helping bring education to girls in Brazil https://t.co/iFGmNlvCNu https://t.co/yNYKe0uvdN,0.296,0.18,0.82,0.0,58
258,CNN,Sat Jul 14 02:16:03 +0000 2018,"Despite Russia election bombshell, the Trump-Putin show will go on | Analysis by CNN's @StCollinson… https://t.co/z05mQ9M8DT",0.0,0.0,1.0,0.0,59
259,CNN,Sat Jul 14 02:15:12 +0000 2018,"A Chinese spy ship is currently spying on a major US-led military exercise off the coast of Hawaii, the same exerci… https://t.co/TqPlHPG1b6",0.0,0.0,1.0,0.0,60
260,CNN,Sat Jul 14 02:07:48 +0000 2018,At least 128 people have died in a suicide attack in Pakistan that targeted the convoy of a political candidate in… https://t.co/n2w7kqnweP,-0.9042,0.0,0.603,0.397,61
261,CNN,Sat Jul 14 02:06:03 +0000 2018,Former Pakistani Prime Minister Nawaz Sharif and his daughter have been arrested and are being held in Islamabad af… https://t.co/w980YBz06B,-0.4767,0.0,0.86,0.14,62
262,CNN,Sat Jul 14 02:01:04 +0000 2018,"The FDA for the first time has approved a drug to treat smallpox.

The disease was eradicated in the 1980s, but the… https://t.co/80tEjE75Yi",0.4118,0.158,0.842,0.0,63
263,CNN,Sat Jul 14 01:51:06 +0000 2018,The death of a 16-year-old who was pinned and suffocated in his own minivan has prompted Cincinnati officials to im… https://t.co/l0xG9BFXxP,-0.5994,0.0,0.83,0.17,64
264,CNN,Sat Jul 14 01:41:08 +0000 2018,The indictment of 12 Russians has stunning implications | By Harry Litman via @CNNOpinion https://t.co/6lbXQQ2RW5 https://t.co/ufwplUdzj8,0.3818,0.157,0.843,0.0,65
265,CNN,Sat Jul 14 01:36:05 +0000 2018,"RT @CuomoPrimeTime: .@ChrisCuomo: ""You can't read this indictment... and not face the reality that the United States was hacked, by Russia,…",0.0258,0.114,0.776,0.11,66
266,CNN,Sat Jul 14 01:31:07 +0000 2018,The US Food and Drug Administration is advising people to avoid eating fresh crab meat from Venezuela because of po… https://t.co/3PEVpUFyFO,0.0258,0.098,0.809,0.094,67
267,CNN,Sat Jul 14 01:21:04 +0000 2018,Scarlett Johansson has opted to withdraw from a film in which she was set to play a transgender man after her casti… https://t.co/yd5SVHkmck,0.34,0.107,0.893,0.0,68
268,CNN,Sat Jul 14 01:12:02 +0000 2018,"RT @AC360: .@JeffreyToobin: ""Today is actually a significant moment in American history. We've only had 45 presidents... now we know one of…",0.2023,0.083,0.917,0.0,69
269,CNN,Sat Jul 14 01:10:08 +0000 2018,"Seven in 10 registered voters say they're extremely or very interested in the November elections, a record high in… https://t.co/2bpEVzpV1e",0.5034,0.153,0.847,0.0,70
270,CNN,Sat Jul 14 01:01:03 +0000 2018,Republicans praise ex-FBI lawyer Lisa Page's testimony one day after the heated Peter Strzok hearing… https://t.co/9CWHzrApH9,0.5574,0.194,0.806,0.0,71
271,CNN,Sat Jul 14 01:00:20 +0000 2018,"RT @OutFrontCNN: ""It's as if your neighbor came over, robbed your house, burned it down, and then next day you go have a meal with him at t…",0.0,0.0,1.0,0.0,72
272,CNN,Sat Jul 14 01:00:10 +0000 2018,"RT @AC360: Journalist @carlbernstein on Russian indictments: ""This was an act of war by the Russians. An act of cyber warfare to undermine…",-0.7269,0.0,0.775,0.225,73
273,CNN,Sat Jul 14 00:54:14 +0000 2018,Former CIA Director Michael Hayden said he anticipates many more indictments -- including those of Americans -- to… https://t.co/eO4QMTijWa,0.0,0.0,1.0,0.0,74
274,CNN,Sat Jul 14 00:43:39 +0000 2018,RT @AC360: Former Hillary Clinton campaign manager @RobbyMook on the indictment of 12 Russians for the DNC hacking: “It’s disturbing that t…,-0.5106,0.0,0.864,0.136,75
275,CNN,Sat Jul 14 00:43:14 +0000 2018,"RT @OutFrontCNN: ""I find the release of this indictment today as very selective, and I think it's somewhat inappropriate considering that t…",0.0,0.0,1.0,0.0,76
276,CNN,Sat Jul 14 00:39:14 +0000 2018,Tens of thousands of protesters gathered in London to protest President Donald Trump's visit. Here's a look at the… https://t.co/OSPQapCEvh,-0.4404,0.0,0.813,0.187,77
277,CNN,Sat Jul 14 00:32:18 +0000 2018,A 6-year-old girl whose tearful pleas to immigration officers were heard across the country in an audio recording h… https://t.co/hk9AE3rhLf,0.0,0.0,1.0,0.0,78
278,CNN,Sat Jul 14 00:21:06 +0000 2018,"In case a shark ever attacks, here are some tips to keep you from becoming a snack https://t.co/oIDBTidb3i via… https://t.co/99huW4X7vx",-0.4404,0.0,0.854,0.146,79
279,CNN,Sat Jul 14 00:10:06 +0000 2018,"More than 2,500 children could need to be reunited with their parents in the next two weeks after officials separat… https://t.co/QlRys106lo",0.0,0.0,1.0,0.0,80
280,CNN,Sat Jul 14 00:01:07 +0000 2018,The FDA joins 22 countries' recall of a common heart drug https://t.co/iGgF80fcqM https://t.co/ClFztyulfn,0.0,0.0,1.0,0.0,81
281,CNN,Fri Jul 13 23:51:39 +0000 2018,"This video store in Bend, Oregon, will be the last remaining Blockbuster in the United States… https://t.co/JgGL330QBM",0.7717,0.309,0.691,0.0,82
282,CNN,Fri Jul 13 23:43:40 +0000 2018,It's not always easy to go green. Starbucks and Nestlé customers embraced the brands' moves to environmentally-frie… https://t.co/zBjm5S5tSp,-0.3412,0.0,0.876,0.124,83
283,CNN,Fri Jul 13 23:41:10 +0000 2018,The FDA has announced its approval of the first drug to treat smallpox https://t.co/0GdIkDApqe https://t.co/fXSs1FtDX7,0.7003,0.309,0.691,0.0,84
284,CNN,Fri Jul 13 23:31:09 +0000 2018,How do you rebrand Papa John's when the problem is Papa John? https://t.co/NShv8HsGrK https://t.co/6uTR0rbHJW,-0.4019,0.0,0.828,0.172,85
285,CNN,Fri Jul 13 23:31:00 +0000 2018,"“Whatever you do is OK with me,” President Trump said in a joint news conference with British Prime Minister Theres… https://t.co/xIfVwmwvo5",0.4466,0.134,0.866,0.0,86
286,CNN,Fri Jul 13 23:21:03 +0000 2018,The world's largest water slide will be demolished after a boy died on the ride in 2016 https://t.co/39LiOgOFqu https://t.co/MGFaFzcjLz,-0.5574,0.0,0.825,0.175,87
287,CNN,Fri Jul 13 23:11:58 +0000 2018,"Hawaii just became the first state in the US to ban the sale of sunscreens that can harm coral reefs. Banana Boat,… https://t.co/DpR3IJ32Ef",-0.7964,0.0,0.747,0.253,88
288,CNN,Fri Jul 13 23:01:03 +0000 2018,Trump asked Russians to get Clinton emails. They immediately started trying. | Analysis by CNN's Z. Byron Wolf https://t.co/JZx6oBlFJG,0.0,0.0,1.0,0.0,89
289,CNN,Fri Jul 13 22:58:01 +0000 2018,"RT @CNNMoney: “Whatever you do is OK with me,” President Trump said in a joint news conference with British Prime Minister Theresa May, aft…",0.4466,0.118,0.882,0.0,90
290,CNN,Fri Jul 13 22:51:06 +0000 2018,Democratic Rep. Steve Cohen says he regrets his remark that embattled FBI agent Peter Strzok deserves a Purple Hear… https://t.co/dzMh6pdXM3,-0.3612,0.0,0.878,0.122,91
291,CNN,Fri Jul 13 22:41:04 +0000 2018,WeWork is going meat-free. Staffers were told that the company will no longer serve meat at employee events or reim… https://t.co/JkGZHGiIv7,-0.296,0.0,0.901,0.099,92
292,CNN,Fri Jul 13 22:31:05 +0000 2018,Eight endangered black rhinos die in Kenya national park just weeks after the animals were moved… https://t.co/yw5IoX7vNF,-0.5994,0.0,0.804,0.196,93
293,CNN,Fri Jul 13 22:23:55 +0000 2018,"RT @CNNSitRoom: ""It's time for the President of the United States to stand up for America,"" Rep. Garamendi says after 12 Russian intelligen…",0.4215,0.113,0.887,0.0,94
294,CNN,Fri Jul 13 22:21:08 +0000 2018,"A Chinese spy ship is currently spying on a major US-led military exercise off the coast of Hawaii, the same exerci… https://t.co/pwsRFS0nkS",0.0,0.0,1.0,0.0,95
295,CNN,Fri Jul 13 22:11:05 +0000 2018,"The Fed is ready to keep raising rates, but faces a list of uncertainties https://t.co/5fHWdVMAyf https://t.co/xn8m41XTxl",-0.3291,0.098,0.728,0.174,96
296,CNN,Fri Jul 13 22:02:12 +0000 2018,"RT @CNNSitRoom: Senator Lankford says President Trump shouldn't cancel the summit with Putin, adding, “I would certainly hope the President…",0.7219,0.293,0.707,0.0,97
297,CNN,Fri Jul 13 22:01:00 +0000 2018,"For the first time, scientists have been able to trace the origins of a ghostly subatomic particle that traveled 3.… https://t.co/M3S0FZgLxQ",0.0,0.0,1.0,0.0,98
298,CNN,Fri Jul 13 21:51:00 +0000 2018,These giant avocados are growing in Australia. Some have been known to weigh up to four pounds and are about five t… https://t.co/272OM56akG,0.1779,0.072,0.928,0.0,99
299,CNN,Fri Jul 13 21:41:39 +0000 2018,"""The American President has taken his gaslighter-in-chief world tour to Europe and is giving British Prime Minister… https://t.co/6LKXg37a4K",0.34,0.124,0.876,0.0,100
300,Foxnews,Sat Jul 14 18:05:39 +0000 2018,".@kevincorke: ""A bit of breaking news - Fox News can confirm that @POTUS and President Vladimir Putin will conduct… https://t.co/bElJ5ZYF8Y",0.0,0.0,1.0,0.0,1
301,Foxnews,Sat Jul 14 18:00:00 +0000 2018,TONIGHT: Don’t miss “Fox Report with Jon Scott” at 7p ET on Fox News Channel! @JonScottFNC https://t.co/cv5d2FWMxo,-0.2244,0.0,0.894,0.106,2
302,Foxnews,Sat Jul 14 17:59:50 +0000 2018,Minnesota authorities investigating after teen fatally shot by deputies https://t.co/X3ti1h2Igh,-0.6369,0.0,0.682,0.318,3
303,Foxnews,Sat Jul 14 17:55:00 +0000 2018,".@RepAndyBiggsAZ: ""Here's a guy with literally hundreds - maybe thousands - of text messages showing bias, and he's… https://t.co/FOAFhPkPIP",-0.1027,0.0,0.915,0.085,4
304,Foxnews,Sat Jul 14 17:48:00 +0000 2018,"Ed Rollins on Trump/Putin summit: ""This is going to be a test of wills."" https://t.co/1yypK7TIPS",0.0,0.0,1.0,0.0,5
305,Foxnews,Sat Jul 14 17:36:00 +0000 2018,".@HeatherZuma: ""@POTUS's tax cuts are really fueling this economy."" https://t.co/Xh2Tn9TslR",-0.296,0.0,0.804,0.196,6
306,Foxnews,Sat Jul 14 17:30:00 +0000 2018,"In an interview on @foxandfriends, Democratic Congressman @RepTimRyan discussed his economic philosophy.… https://t.co/ThHI2JQ2uO",0.0,0.0,1.0,0.0,7
307,Foxnews,Sat Jul 14 17:27:55 +0000 2018,'Super Judgmental': @RepTimRyan Reacts to @NancyPelosi's Remark That He Is 'Inconsequential' https://t.co/OGOZgSryKu,0.5994,0.262,0.738,0.0,8
308,Foxnews,Sat Jul 14 17:23:00 +0000 2018,".@RepDanKildee: ""Obviously, in retrospect, we all wish that there would've been much firmer and more bold action ag… https://t.co/JuLJHChChh",0.6801,0.248,0.752,0.0,9
309,Foxnews,Sat Jul 14 17:18:00 +0000 2018,".@gen_jackkeane: ""The NATO summit [was] largely successful."" https://t.co/EzYv3tZGUO",0.0,0.0,1.0,0.0,10
310,Foxnews,Sat Jul 14 17:16:09 +0000 2018,"Woman admits to killing her father after finding his child pornography collection, including photos of herself https://t.co/1gXPSkV1WM",-0.4939,0.102,0.694,0.204,11
311,Foxnews,Sat Jul 14 17:08:03 +0000 2018,"'A Step in the Right Direction': @GiannoCaldwell Praises Trump DOJ After 1955 Emmett Till Case Reopened
https://t.co/LPzMLzaemb",0.5267,0.175,0.825,0.0,12
312,Foxnews,Sat Jul 14 17:00:00 +0000 2018,"On ""Cavuto Live,"" @SenMikeLee slammed @HillaryClinton for her comments about Justice Brett Kavanaugh.… https://t.co/xOIYX4MvDy",0.5267,0.207,0.793,0.0,13
313,Foxnews,Sat Jul 14 16:49:00 +0000 2018,".@AlanDersh: ""There's no need for a special counsel to do the kind of investigation that led to this indictment.""… https://t.co/eXoogAkQj3",0.128,0.123,0.776,0.1,14
314,Foxnews,Sat Jul 14 16:47:55 +0000 2018,Chris Wallace Announces Exclusive Interview With Vladimir Putin Monday After Trump Summit https://t.co/X4a3okDE8C,0.128,0.111,0.889,0.0,15
315,Foxnews,Sat Jul 14 16:45:03 +0000 2018,"President @realDonaldTrump waves to protesters while playing golf at Turnberry golf club, in Scotland. A dozen demo… https://t.co/Q6ZyxoAApR",-0.0258,0.096,0.802,0.102,16
316,Foxnews,Sat Jul 14 16:36:15 +0000 2018,"A newborn giraffe born at wildlife conservation center The Wilds in Cumberland, Ohio, was caught on camera attempti… https://t.co/Kc6xlMJJb1",0.0,0.0,1.0,0.0,17
317,Foxnews,Sat Jul 14 16:31:28 +0000 2018,"JUST IN: Serena Williams loses in straight sets to Angelique Kerber in Wimbledon final, just 10 months after giving… https://t.co/f1mmnd8uOq",-0.1027,0.086,0.811,0.104,18
318,Foxnews,Sat Jul 14 16:30:54 +0000 2018,.@RepDeSantis Blasts Strzok After House Hearing: 'Why Is He Still Getting a Paycheck?' https://t.co/6DCqTk5WIH https://t.co/cGIRNG7fUY,0.0,0.0,1.0,0.0,19
319,Foxnews,Sat Jul 14 16:29:00 +0000 2018,"In a speech yesterday, @HillaryClinton called the Supreme Court nomination of Brett Kavanaugh an obvious attempt to… https://t.co/UZIWX70jab",0.5574,0.184,0.816,0.0,20
320,Foxnews,Sat Jul 14 16:22:40 +0000 2018,Fox News Poll: @POTUS on Russia. https://t.co/GaVfBoFoPR,0.0,0.0,1.0,0.0,21
321,Foxnews,Sat Jul 14 16:19:02 +0000 2018,"Billy Bush's wife, Sydney Davis, files for divorce after nearly 20 years of marriage: report https://t.co/QM3fisBQAk",0.0,0.0,1.0,0.0,22
322,Foxnews,Sat Jul 14 16:16:00 +0000 2018,Fox News Poll: Would you vote to confirm Supreme Court nominee Brett Kavanaugh? https://t.co/L4A8HTQMsL,0.5574,0.217,0.783,0.0,23
323,Foxnews,Sat Jul 14 16:09:08 +0000 2018,WATCH: Protesters Yell 'Shame' at Ivanka Trump as She Attends Roundtable in NY https://t.co/RLPws7eJ9q,-0.2263,0.0,0.872,0.128,24
324,Foxnews,Sat Jul 14 16:01:00 +0000 2018,"Ahead of the Trump-Putin summit, don’t miss a powerful @FoxNewsSunday from Helsinki! Check your local listings and… https://t.co/FCkpl3Dau3",0.3595,0.157,0.762,0.081,25
325,Foxnews,Sat Jul 14 15:45:00 +0000 2018,"On an all-new 'OBJECTified,' @KrisJenner sits down with @harveylevintmz to discuss her journey – and the events tha… https://t.co/29Cbi5M5s5",0.0,0.0,1.0,0.0,26
326,Foxnews,Sat Jul 14 15:43:34 +0000 2018,"Ken Starr: ""Brett Kavanaugh is truly an outstanding candidate who deserves confirmation overwhelmingly."" #Cavuto https://t.co/4QeSGxehkj",0.7845,0.347,0.653,0.0,27
327,Foxnews,Sat Jul 14 15:38:11 +0000 2018,"'Organized Cruelty’: @HillaryClinton Blasts Trump Administration for 'Trying to Rip the Heart Out of America'
https://t.co/18eXz2MkhV",0.0,0.0,1.0,0.0,28
328,Foxnews,Sat Jul 14 15:25:15 +0000 2018,"""I... predict we'll end up with every Republican supporting Judge Kavanaugh's confirmation. I also think we'll end… https://t.co/H3LWzYMPcj",0.4404,0.153,0.847,0.0,29
329,Foxnews,Sat Jul 14 15:20:23 +0000 2018,"French Alphajets of the Patrouille de France fly over the Champs Elysees avenue, with the Arc de Triomphe in backgr… https://t.co/aS3GYNzDhI",0.4215,0.123,0.877,0.0,30
330,Foxnews,Sat Jul 14 15:15:19 +0000 2018,"Former Assistant Sec. of State Robert Charles: ""This president's been in office 570 days and it's a little bit odd… https://t.co/lHmCXzuvP5",0.0,0.0,1.0,0.0,31
331,Foxnews,Sat Jul 14 15:09:18 +0000 2018,"Georgia cops use coin flip to decide whether to arrest woman, video shows https://t.co/6UBiMTcDno",-0.34,0.0,0.844,0.156,32
332,Foxnews,Sat Jul 14 14:59:00 +0000 2018,".@SenMikeLee: ""This judge is going to be confirmed and he's going to be Justice Kavanaugh within a matter of months… https://t.co/7GECjzWhGM",0.5423,0.2,0.8,0.0,33
333,Foxnews,Sat Jul 14 14:52:41 +0000 2018,".@SenMikeLee: ""Of course I was honored to be considered"" for SCOTUS. #Cavuto https://t.co/nYULvrgJI8",0.5859,0.257,0.743,0.0,34
334,Foxnews,Sat Jul 14 14:45:41 +0000 2018,".@SenMikeLee on @HillaryClinton running for president: ""I welcome that. Look, she was a disastrous candidate for th… https://t.co/Afdu7qg5SS",-0.2263,0.137,0.685,0.178,35
335,Foxnews,Sat Jul 14 14:45:00 +0000 2018,"Fmr. Attorney General Michael Mukasey: ""If the point is to rain on @POTUS's parade and Mr. Putin's parade, that may… https://t.co/DTKigIlJDI",0.0,0.0,1.0,0.0,36
336,Foxnews,Sat Jul 14 14:44:19 +0000 2018,MONDAY: Chris Wallace will conduct an exclusive interview with Russian President Vladimir Putin following the summi… https://t.co/DEXDGMkKF9,0.128,0.086,0.914,0.0,37
337,Foxnews,Sat Jul 14 14:41:45 +0000 2018,".@SenMikeLee: ""I think Sec. Clinton should be ashamed of those comments and I call upon her to rescind them.""… https://t.co/EtHOv2Ah3T",-0.4767,0.0,0.853,0.147,38
338,Foxnews,Sat Jul 14 14:41:03 +0000 2018,".@SenMikeLee: ""I... predict we'll end up with every Republican supporting Judge Kavanaugh's confirmation. I also th… https://t.co/Iy7kVy0ecQ",0.4404,0.162,0.838,0.0,39
339,Foxnews,Sat Jul 14 14:38:23 +0000 2018,".@SenMikeLee on Mueller probe: ""I don't call it a witch hunt. I call it an investigation. But I also call it an inv… https://t.co/zdiiFjh7xB",0.1419,0.072,0.928,0.0,40
340,Foxnews,Sat Jul 14 14:36:37 +0000 2018,".@SenMikeLee: ""We've known for decades that the Russians try to meddle in U.S. elections. What changed in 2016 is t… https://t.co/8OL3LC6JU5",0.0,0.0,1.0,0.0,41
341,Foxnews,Sat Jul 14 14:35:26 +0000 2018,".@SenMikeLee on Trump/Putin meeting: ""I don't see any good reason to cancel it."" #Cavuto https://t.co/vvjuF6jYcM",-0.5277,0.0,0.747,0.253,42
342,Foxnews,Sat Jul 14 14:30:36 +0000 2018,Woman wanted for grand theft goes missing after her husband dies with lethal levels of Benadryl in his system https://t.co/PmMMslo3Bd,0.2023,0.129,0.776,0.095,43
343,Foxnews,Sat Jul 14 14:21:00 +0000 2018,".@DanGeltrude: ""The substance is lower taxes, lower regulations - that has been fueling the market for awhile now.""… https://t.co/asfJvR5U8k",-0.5267,0.0,0.784,0.216,44
344,Foxnews,Sat Jul 14 14:14:48 +0000 2018,.@POTUS in Scotland ahead of meeting with Russian President Putin; @kevincorke reports. #Cavuto https://t.co/T8g8ISYK2m,0.0,0.0,1.0,0.0,45
345,Foxnews,Sat Jul 14 14:08:41 +0000 2018,".@HillaryClinton: ""I believe with all my heart that the test of any society is how we treat the most vulnerable amo… https://t.co/BtqOWIZgFb",0.1298,0.108,0.803,0.088,46
346,Foxnews,Sat Jul 14 14:03:41 +0000 2018,"Critics slam 'embarrassing' Mayor Sadiq Khan for feuding with Trump while London faces rising crime, knife deaths https://t.co/CKgbGKbJNu",-0.872,0.0,0.562,0.438,47
347,Foxnews,Sat Jul 14 13:56:11 +0000 2018,".@RepTimRyan: ""The country wants us to stop being divided. We need to put forth an agenda that can help people get… https://t.co/zeMwkQkJUa",0.128,0.108,0.803,0.088,48
348,Foxnews,Sat Jul 14 13:46:44 +0000 2018,"This morning, President @realDonaldTrump expressed his condolences after the deadly flooding in Japan.… https://t.co/07rbp7U4Tf",0.0,0.0,1.0,0.0,49
349,Foxnews,Sat Jul 14 13:39:11 +0000 2018,"#NancySinatraSr, first wife of Frank Sinatra, dead at 101 https://t.co/Rdit6IJCya",-0.6486,0.0,0.677,0.323,50
350,Foxnews,Sat Jul 14 13:34:50 +0000 2018,"Thailand cave rescue boys thank rescuers, admit they are craving pork, rice and KFC https://t.co/Mp6Tga3m7E",0.765,0.388,0.612,0.0,51
351,Foxnews,Sat Jul 14 12:55:05 +0000 2018,.@AlanDersh: “The minority party doesn’t get to make foreign policy.” https://t.co/qjxJI6Gkqm,0.4019,0.213,0.787,0.0,52
352,Foxnews,Sat Jul 14 12:36:10 +0000 2018,Texas sheriff's deputy with 'heart of gold' to donate kidney to man in need https://t.co/RGvOexQJBO,0.0,0.0,1.0,0.0,53
353,Foxnews,Sat Jul 14 12:16:48 +0000 2018,Police searching for paraglider who flew over Trump's Scotland golf resort and breached no-fly zone https://t.co/tTdvl75Knv,0.0,0.0,1.0,0.0,54
354,Foxnews,Sat Jul 14 12:05:58 +0000 2018,"John McLauhglin: ""The president's America first policy is succeeding."" https://t.co/BuMD0ARJOE",0.0,0.0,1.0,0.0,55
355,Foxnews,Sat Jul 14 12:01:15 +0000 2018,'Fixer Upper' star Chip Gaines shares close-up photo of 3-week-old son Crew: 'My heart is full' https://t.co/GiJ6TGlCQO,0.296,0.121,0.879,0.0,56
356,Foxnews,Sat Jul 14 11:41:46 +0000 2018,.@SenateMajLdr Expects Kavanaugh Vote by October https://t.co/BiQc4KQrcz,0.0,0.0,1.0,0.0,57
357,Foxnews,Sat Jul 14 11:25:57 +0000 2018,".@RepDeSantis: “I think Strzok’s testimony really left a lot of American frustrated because he was not honest, not… https://t.co/jLDVpY8ZD8",-0.7271,0.0,0.724,0.276,58
358,Foxnews,Sat Jul 14 11:14:02 +0000 2018,OPINION: I was Supreme Court nominee Kavanaugh's law clerk -- Let me tell you about the man I know https://t.co/xx1IdPQpTh,0.5574,0.175,0.825,0.0,59
359,Foxnews,Sat Jul 14 11:05:29 +0000 2018,'Cal 3' backer urges court to dismiss lawsuit opposing California break-up plan https://t.co/aeLbUxUuXq,-0.2263,0.0,0.863,0.137,60
360,Foxnews,Sat Jul 14 10:48:10 +0000 2018,"Lisa Page 'cooperative,' 'credible,' lawmakers say after 5-hour closed-door session https://t.co/gUwOtnr4gz",0.0,0.0,1.0,0.0,61
361,Foxnews,Sat Jul 14 10:33:48 +0000 2018,Wounded Marine Vet: 'Disgraceful' &amp; 'Disgusting' for Dem Rep to Suggest Strzok Deserves Purple Heart https://t.co/maig19EDys,0.0,0.0,1.0,0.0,62
362,Foxnews,Sat Jul 14 10:28:51 +0000 2018,.@dbongino: “I scoured the entire indictment yesterday… and there’s no collusion in there.” https://t.co/Ics2CGTujl,-0.296,0.0,0.855,0.145,63
363,Foxnews,Sat Jul 14 10:22:48 +0000 2018,President Trump reportedly wants a ‘more American’-looking Air Force One https://t.co/xB39fso1uG,0.0,0.0,1.0,0.0,64
364,Foxnews,Sat Jul 14 10:21:45 +0000 2018,"5-year-old boy helps write his own obituary before tragic cancer death: 'See ya later, suckas!' https://t.co/8nCXQt0diL",-0.8748,0.099,0.458,0.443,65
365,Foxnews,Sat Jul 14 10:20:27 +0000 2018,Never-before-seen Winston Churchill WWII photos surface https://t.co/uoBNPapA76,0.0,0.0,1.0,0.0,66
366,Foxnews,Sat Jul 14 10:16:47 +0000 2018,Paragliding Protester Greets @POTUS https://t.co/s03qnZotCH,0.1531,0.286,0.714,0.0,67
367,Foxnews,Sat Jul 14 10:00:00 +0000 2018,Florida beaches closed after shark attacks leave 2 injured: report https://t.co/Qy5NtRU8zB,-0.7003,0.0,0.507,0.493,68
368,Foxnews,Sat Jul 14 09:45:00 +0000 2018,"OPINION: Indictment arguments aside, Trump is right to meet with Putin https://t.co/gI9NigoMBI",-0.4019,0.0,0.803,0.197,69
369,Foxnews,Sat Jul 14 09:30:00 +0000 2018,Barn-find 1962 Jaguar E-type awakens from 35-year cat nap https://t.co/1HiZ0ztgiU,0.0,0.0,1.0,0.0,70
370,Foxnews,Sat Jul 14 09:29:58 +0000 2018,Federal judge commends Trump administration for 'good faith' in family reunifications https://t.co/VQEAZnpkO4,0.6908,0.363,0.637,0.0,71
371,Foxnews,Sat Jul 14 09:27:57 +0000 2018,"Veteran, 95, jumps off diving board to motivate scared boy https://t.co/y0aEG5bEUe",0.0,0.264,0.541,0.196,72
372,Foxnews,Sat Jul 14 09:00:00 +0000 2018,"Driver trapped in burning BMW after engine caught fire, brakes failed. Cause unclear https://t.co/MrYf4rqaJB",-0.8779,0.0,0.474,0.526,73
373,Foxnews,Sat Jul 14 08:45:00 +0000 2018,.@SenJohnMcCain say's Helsinki summit 'should not move forward' unless Trump takes firm stand against Russian meddl… https://t.co/4FAvEipdjv,0.0,0.0,1.0,0.0,74
374,Foxnews,Sat Jul 14 08:42:06 +0000 2018,"Nancy Sinatra Sr., first wife of Frank Sinatra, dead at 101 https://t.co/Rdit6Is1GC",-0.6486,0.0,0.719,0.281,75
375,Foxnews,Sat Jul 14 08:30:00 +0000 2018,Fox News Poll: #AbolishICE not trending among voters https://t.co/sbCRozC0iH,0.0,0.0,1.0,0.0,76
